Cenário_da_violação;Frequência;Início_das_violações;Grupo_vulnerável;Relação_vítima_suspeito;Sexo_da_vítima;Faixa_etária_da_vítima;Deficiência_da_vítima;Município_da_vítima;Raça_Cor_da_vítima;Sexo_do_suspeito;Faixa_etária_do_suspeito;Raça_Cor_do_suspeito;violacao
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;IGUALDADE>DISCRIMINAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>BULLYING
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>FÍSICA>OUTROS
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;35 A 39 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;35 A 39 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;35 A 39 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;35 A 39 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;35 A 39 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;35 A 39 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>INJÚRIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;35 A 39 ANOS;PARDA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;35 A 39 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;35 A 39 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>INJÚRIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;35 A 39 ANOS;PRETA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;35 A 39 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;35 A 39 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;LIBERDADE>DIREITOS INDIVIDUAIS>AUTONOMIA DE VONTADE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;IGUALDADE>DISCRIMINAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;DIREITOS SOCIAIS>MORADIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>NEGLIGÊNCIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;ESPOSA(O);MASCULINO;55 A 59 ANOS;NÃO;3305109 | SÃO JOÃO DE MERITI;BRANCA;FEMININO;55 A 59 ANOS;PRETA;INTEGRIDADE>PATRIMONIAL>INDIVIDUAL
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;ESPOSA(O);MASCULINO;55 A 59 ANOS;NÃO;3305109 | SÃO JOÃO DE MERITI;BRANCA;FEMININO;55 A 59 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;ESPOSA(O);MASCULINO;55 A 59 ANOS;FÍSICA/MOTORA;3305109 | SÃO JOÃO DE MERITI;BRANCA;FEMININO;55 A 59 ANOS;PRETA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;ESPOSA(O);MASCULINO;55 A 59 ANOS;NÃO;3305109 | SÃO JOÃO DE MERITI;BRANCA;FEMININO;55 A 59 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>INJÚRIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;ESPOSA(O);MASCULINO;55 A 59 ANOS;FÍSICA/MOTORA;3305109 | SÃO JOÃO DE MERITI;BRANCA;FEMININO;55 A 59 ANOS;PRETA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;ESPOSA(O);MASCULINO;55 A 59 ANOS;NÃO;3305109 | SÃO JOÃO DE MERITI;BRANCA;FEMININO;55 A 59 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>INJÚRIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;ESPOSA(O);MASCULINO;55 A 59 ANOS;NÃO;3305109 | SÃO JOÃO DE MERITI;BRANCA;FEMININO;55 A 59 ANOS;PRETA;INTEGRIDADE>PATRIMONIAL>INDIVIDUAL
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;ESPOSA(O);MASCULINO;55 A 59 ANOS;NÃO;3305109 | SÃO JOÃO DE MERITI;BRANCA;FEMININO;55 A 59 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;45 A 49 ANOS;NÃO;3303302 | NITERÓI;BRANCA;MASCULINO;55 A 59 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;45 A 49 ANOS;NÃO;3303302 | NITERÓI;BRANCA;MASCULINO;55 A 59 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA DO SUSPEITO;SEMANALMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;70 A 74 ANOS;NÃO;3304110 | PORTO REAL;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DO SUSPEITO;SEMANALMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;70 A 74 ANOS;NÃO;3304110 | PORTO REAL;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DO SUSPEITO;SEMANALMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;70 A 74 ANOS;NÃO;3304110 | PORTO REAL;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INJÚRIA
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;IGUALDADE>DISCRIMINAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
